school_year,district,school_name,school_key,dpi_true_id,accurate_agency_type,broad_agency_type,Choice Students,All Students,rc_n
2024-25,Niagara,Niagara High,010948,3969_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Niagara/Niagara High School Report Card 2024-25.pdf,all_only
2024-25,Nicolet Union High School,Nicolet High,005123,2177_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Nicolet Union High School/Nicolet High School Report Card 2024-25.pdf,all_only
2024-25,Norris,Norris Academy,003389,3976_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Norris/Norris Academy School Report Card 2024-25.pdf,all_only
2024-25,Norris,Norris Academy Virtual School,001573,3976_0800,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Norris/Norris Academy Virtual School School Report Card 2024-25.pdf,all_only
2024-25,North Cape,North Cape Elementary,002907,4690_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/North Cape/North Cape Elementary School Report Card 2024-25.pdf,all_only
2024-25,North Crawford,North Crawford Elementary,014630,2016_0110,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/North Crawford/North Crawford Elementary School Report Card 2024-25.pdf,all_only
2024-25,North Crawford,North Crawford High,014631,2016_0120,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/North Crawford/North Crawford High School Report Card 2024-25.pdf,all_only
2024-25,North Fond du Lac,Friendship Learning Elementary,017763,3983_0055,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/North Fond du Lac/Friendship Learning Elementary School Report Card 2024-25.pdf,all_only
2024-25,North Fond du Lac,Bessie Allen Middle,017762,3983_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/North Fond du Lac/Bessie Allen Middle School Report Card 2024-25.pdf,all_only
2024-25,North Fond du Lac,Treffert Way for the Exceptional Mind,001841,3983_0800,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/North Fond du Lac/Treffert Way for the Exceptional Mind School Report Card 2024-25.pdf,all_only
2024-25,North Fond du Lac,Exploration Charter High School,002251,3983_0400,Non-Instrumentality Charter,Independently Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/North Fond du Lac/Exploration Charter High School School Report Card 2024-25.pdf,all_only
2024-25,North Fond du Lac,Horace Mann High,017764,3983_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/North Fond du Lac/Horace Mann High School Report Card 2024-25.pdf,all_only
2024-25,North Lake,North Lake Elementary,001762,3514_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/North Lake/North Lake Elementary School Report Card 2024-25.pdf,all_only
2024-25,North Lakeland,North Lakeland Elementary,013845,0616_0050,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/North Lakeland/North Lakeland Elementary School Report Card 2024-25.pdf,all_only
2024-25,Northern Ozaukee,Ozaukee Elementary,001101,1945_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Northern Ozaukee/Ozaukee Elementary School Report Card 2024-25.pdf,all_only
2024-25,Northern Ozaukee,Sugar Maple Nature School,001835,1945_0120,Non-Instrumentality Charter,Independently Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Northern Ozaukee/Sugar Maple Nature School School Report Card 2024-25.pdf,all_only
2024-25,Northern Ozaukee,Ozaukee Middle,001103,1945_0080,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Northern Ozaukee/Ozaukee Middle School Report Card 2024-25.pdf,all_only
2024-25,Northern Ozaukee,Wisconsin Virtual Learning,000468,1945_0850,Non-Instrumentality Charter,Independently Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Northern Ozaukee/Wisconsin Virtual Learning School Report Card 2024-25.pdf,all_only
2024-25,Northern Ozaukee,Ozaukee High,001102,1945_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Northern Ozaukee/Ozaukee High School Report Card 2024-25.pdf,all_only
2024-25,Northland Pines,Northland Pines Elementary-Eagle River,013708,1526_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Northland Pines/Northland Pines Elementary-Eagle River School Report Card 2024-25.pdf,all_only
2024-25,Northland Pines,Northland Pines Elementary-Land O' Lakes,013821,1526_0080,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Northland Pines/Northland Pines Elementary-Land O' Lakes School Report Card 2024-25.pdf,all_only
2024-25,Northland Pines,Northland Pines Elementary-St Germain,014026,1526_0100,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Northland Pines/Northland Pines Elementary-St Germain School Report Card 2024-25.pdf,all_only
2024-25,Northland Pines,Northland Pines Montessori Learning Center (NPMLC),000956,1526_0110,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Northland Pines/Northland Pines Montessori Learning Center (NPMLC) School Report Card 2024-25.pdf,all_only
2024-25,Northland Pines,School of Options and Applied Research Middle,000786,1526_0250,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Northland Pines/School of Options and Applied Research Middle School Report Card 2024-25.pdf,all_only
2024-25,Northland Pines,School of Options and Applied Research High,000963,1526_0410,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Northland Pines/School of Options and Applied Research High School Report Card 2024-25.pdf,all_only
2024-25,Northland Pines,Northland Pines Middle and High School,013709,1526_0090,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Northland Pines/Northland Pines Middle and High School School Report Card 2024-25.pdf,all_only
2024-25,Northwood,Northwood Elementary,000950,3654_0100,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Northwood/Northwood Elementary School Report Card 2024-25.pdf,all_only
2024-25,Northwood,NorthStar Community Charter School,000648,3654_0200,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Northwood/NorthStar Community Charter School School Report Card 2024-25.pdf,all_only
2024-25,Northwood,Northwood Virtual Charter School,001022,3654_0800,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Northwood/Northwood Virtual Charter School School Report Card 2024-25.pdf,all_only
2024-25,Northwood,Northwood High/Middle,000755,3654_0410,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Northwood/Northwood High/Middle School Report Card 2024-25.pdf,all_only
2024-25,Norwalk-Ontario-Wilton,Norwalk-Ontario-Wilton Elementary,014843,3990_0050,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Norwalk-Ontario-Wilton/Norwalk-Ontario-Wilton Elementary School Report Card 2024-25.pdf,all_only
2024-25,Norwalk-Ontario-Wilton,Brookwood High,014842,3990_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Norwalk-Ontario-Wilton/Brookwood High School Report Card 2024-25.pdf,all_only
2024-25,Norway J7,Drought Elementary,002905,4011_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Norway J7/Drought Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oak Creek-Franklin Joint,Carollton Elementary,003530,4018_0010,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oak Creek-Franklin Joint/Carollton Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oak Creek-Franklin Joint,Cedar Hills Elementary,003531,4018_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oak Creek-Franklin Joint/Cedar Hills Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oak Creek-Franklin Joint,Deerfield Elementary,000007,4018_0150,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oak Creek-Franklin Joint/Deerfield Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oak Creek-Franklin Joint,Edgewood Elementary,003532,4018_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oak Creek-Franklin Joint/Edgewood Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oak Creek-Franklin Joint,Forest Ridge Elementary,001485,4018_0170,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oak Creek-Franklin Joint/Forest Ridge Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oak Creek-Franklin Joint,Meadowview Elementary,003533,4018_0080,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oak Creek-Franklin Joint/Meadowview Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oak Creek-Franklin Joint,Shepard Hills Elementary,003537,4018_0200,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oak Creek-Franklin Joint/Shepard Hills Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oak Creek-Franklin Joint,Oak Creek East Middle,003534,4018_0120,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oak Creek-Franklin Joint/Oak Creek East Middle School Report Card 2024-25.pdf,all_only
2024-25,Oak Creek-Franklin Joint,Oak Creek West Middle,003535,4018_0130,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oak Creek-Franklin Joint/Oak Creek West Middle School Report Card 2024-25.pdf,all_only
2024-25,Oak Creek-Franklin Joint,Oak Creek High,003536,4018_0140,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oak Creek-Franklin Joint/Oak Creek High School Report Card 2024-25.pdf,all_only
2024-25,Oakfield,Oakfield Elementary,001769,4025_0030,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oakfield/Oakfield Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oakfield,Oakfield Middle,001771,4025_0080,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oakfield/Oakfield Middle School Report Card 2024-25.pdf,all_only
2024-25,Oakfield,Oakfield High,001770,4025_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oakfield/Oakfield High School Report Card 2024-25.pdf,all_only
2024-25,Oconomowoc Area,Greenland Elementary,001793,4060_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oconomowoc Area/Greenland Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oconomowoc Area,Ixonia Elementary,001441,4060_0080,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oconomowoc Area/Ixonia Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oconomowoc Area,Meadow View Elementary,001794,4060_0090,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oconomowoc Area/Meadow View Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oconomowoc Area,Park Lawn Elementary,001797,4060_0160,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oconomowoc Area/Park Lawn Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oconomowoc Area,Summit Elementary,001798,4060_0180,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oconomowoc Area/Summit Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oconomowoc Area,Nature Hill Intermediate,000388,4060_0200,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oconomowoc Area/Nature Hill Intermediate School Report Card 2024-25.pdf,all_only
2024-25,Oconomowoc Area,Silver Lake Intermediate,001796,4060_0135,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oconomowoc Area/Silver Lake Intermediate School Report Card 2024-25.pdf,all_only
2024-25,Oconomowoc Area,Oconomowoc High,001795,4060_0130,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oconomowoc Area/Oconomowoc High School Report Card 2024-25.pdf,all_only
2024-25,Oconto Falls Public,Abrams Elementary,010398,4074_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oconto Falls Public/Abrams Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oconto Falls Public,Oconto Falls Elementary,030949,4074_0280,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oconto Falls Public/Oconto Falls Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oconto Falls Public,Washington Middle,011006,4074_0260,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oconto Falls Public/Washington Middle School Report Card 2024-25.pdf,all_only
2024-25,Oconto Falls Public,Oconto Falls High,011004,4074_0200,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oconto Falls Public/Oconto Falls High School Report Card 2024-25.pdf,all_only
2024-25,Oconto Unified,Oconto Elementary,010969,4067_0160,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oconto Unified/Oconto Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oconto Unified,Oconto Middle,010970,4067_0180,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oconto Unified/Oconto Middle School Report Card 2024-25.pdf,all_only
2024-25,Oconto Unified,Northeast Wisconsin Learning Academy,001553,4067_0800,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oconto Unified/Northeast Wisconsin Learning Academy School Report Card 2024-25.pdf,all_only
2024-25,Oconto Unified,Oconto High,010968,4067_0100,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oconto Unified/Oconto High School Report Card 2024-25.pdf,all_only
2024-25,Omro,Omro Elementary,071196,4088_0110,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Omro/Omro Elementary School Report Card 2024-25.pdf,all_only
2024-25,Omro,Patch Elementary,018113,4088_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Omro/Patch Elementary School Report Card 2024-25.pdf,all_only
2024-25,Omro,Omro Middle,018115,4088_0080,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Omro/Omro Middle School Report Card 2024-25.pdf,all_only
2024-25,Omro,Omro High,018114,4088_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Omro/Omro High School Report Card 2024-25.pdf,all_only
2024-25,Onalaska,Eagle Bluff Elementary,014785,4095_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Onalaska/Eagle Bluff Elementary School Report Card 2024-25.pdf,all_only
2024-25,Onalaska,Northern Hills Elementary,014786,4095_0030,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Onalaska/Northern Hills Elementary School Report Card 2024-25.pdf,all_only
2024-25,Onalaska,Pertzsch Elementary,014789,4095_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Onalaska/Pertzsch Elementary School Report Card 2024-25.pdf,all_only
2024-25,Onalaska,Onalaska Middle,014788,4095_0050,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Onalaska/Onalaska Middle School Report Card 2024-25.pdf,all_only
2024-25,Onalaska,Onalaska High,014787,4095_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Onalaska/Onalaska High School Report Card 2024-25.pdf,all_only
2024-25,One City Schools Inc,One City Elementary School,001774,8005_8142,2r/2x Charter,Independently Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/One City Schools Inc/One City Elementary School School Report Card 2024-25.pdf,all_only
2024-25,One City Schools Inc,One City Preparatory Academy,002065,8005_8180,2r/2x Charter,Independently Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/One City Schools Inc/One City Preparatory Academy School Report Card 2024-25.pdf,all_only
2024-25,Oostburg,Oostburg Elementary,001865,4137_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oostburg/Oostburg Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oostburg,Oostburg Middle,001864,4137_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oostburg/Oostburg Middle School Report Card 2024-25.pdf,all_only
2024-25,Oostburg,Oostburg High,001866,4137_0080,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oostburg/Oostburg High School Report Card 2024-25.pdf,all_only
2024-25,Oregon,Brooklyn Elementary,006221,4144_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oregon/Brooklyn Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oregon,Forest Edge Elementary School,001873,4144_0110,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oregon/Forest Edge Elementary School School Report Card 2024-25.pdf,all_only
2024-25,Oregon,Netherwood Knoll Elementary,007205,4144_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oregon/Netherwood Knoll Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oregon,Prairie View Elementary,007206,4144_0050,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oregon/Prairie View Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oregon,Rome Corners Intermediate,071588,4144_0200,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oregon/Rome Corners Intermediate School Report Card 2024-25.pdf,all_only
2024-25,Oregon,Oregon Middle,007208,4144_0080,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oregon/Oregon Middle School Report Card 2024-25.pdf,all_only
2024-25,Oregon,Oregon High,007207,4144_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oregon/Oregon High School Report Card 2024-25.pdf,all_only
2024-25,Osceola,Osceola Elementary,010219,4165_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Osceola/Osceola Elementary School Report Card 2024-25.pdf,all_only
2024-25,Osceola,Osceola Intermediate,030730,4165_0050,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Osceola/Osceola Intermediate School Report Card 2024-25.pdf,all_only
2024-25,Osceola,Osceola Middle,010221,4165_0080,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Osceola/Osceola Middle School Report Card 2024-25.pdf,all_only
2024-25,Osceola,Osceola High,010220,4165_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Osceola/Osceola High School Report Card 2024-25.pdf,all_only
2024-25,Oshkosh Area,E Cook Elementary,017145,4179_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Area/E Cook Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oshkosh Area,Franklin Elementary,000254,4179_0105,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Area/Franklin Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oshkosh Area,Jefferson Elementary,017148,4179_0140,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Area/Jefferson Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oshkosh Area,Lakeside Elementary,017149,4179_0160,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Area/Lakeside Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oshkosh Area,Menominee Elementary School,017163,4179_0520,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Area/Menominee Elementary School School Report Card 2024-25.pdf,all_only
2024-25,Oshkosh Area,Oaklawn Elementary,017153,4179_0260,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Area/Oaklawn Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oshkosh Area,Oakwood Elementary,072508,4179_0185,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Area/Oakwood Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oshkosh Area,Read Elementary,017157,4179_0340,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Area/Read Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oshkosh Area,Roosevelt Elementary,017158,4179_0360,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Area/Roosevelt Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oshkosh Area,Shapiro STEM Academy,000255,4179_0110,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Area/Shapiro STEM Academy School Report Card 2024-25.pdf,all_only
2024-25,Oshkosh Area,Traeger Elementary,039523,4179_0150,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Area/Traeger Elementary School Report Card 2024-25.pdf,all_only
2024-25,Oshkosh Area,South Park Middle,017160,4179_0440,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Area/South Park Middle School Report Card 2024-25.pdf,all_only
2024-25,Oshkosh Area,Traeger Middle,039522,4179_0250,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Area/Traeger Middle School Report Card 2024-25.pdf,all_only
2024-25,Oshkosh Area,Vel Phillips Middle School,017152,4179_0240,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Area/Vel Phillips Middle School School Report Card 2024-25.pdf,all_only
2024-25,Oshkosh Area,Tipler Middle,017156,4179_0320,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Area/Tipler Middle School Report Card 2024-25.pdf,all_only
2024-25,Oshkosh Area,North High,017154,4179_0290,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Area/North High School Report Card 2024-25.pdf,all_only
2024-25,Oshkosh Area,West High,017155,4179_0300,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Area/West High School Report Card 2024-25.pdf,all_only
2024-25,Osseo-Fairchild,Osseo-Fairchild Elementary,015958,4186_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Osseo-Fairchild/Osseo-Fairchild Elementary School Report Card 2024-25.pdf,all_only
2024-25,Osseo-Fairchild,Osseo-Fairchild Middle,015957,4186_0026,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Osseo-Fairchild/Osseo-Fairchild Middle School Report Card 2024-25.pdf,all_only
2024-25,Osseo-Fairchild,Osseo-Fairchild High,015959,4186_0080,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Osseo-Fairchild/Osseo-Fairchild High School Report Card 2024-25.pdf,all_only
2024-25,Owen-Withee,Owen-Withee Elementary,012998,4207_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Owen-Withee/Owen-Withee Elementary School Report Card 2024-25.pdf,all_only
2024-25,Owen-Withee,Owen-Withee Junior High,012999,4207_0040,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Owen-Withee/Owen-Withee Junior High School Report Card 2024-25.pdf,all_only
2024-25,Owen-Withee,Owen-Withee High,013000,4207_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Owen-Withee/Owen-Withee High School Report Card 2024-25.pdf,all_only
2024-25,Palmyra-Eagle Area,Eagle Elementary,002777,4221_0010,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Palmyra-Eagle Area/Eagle Elementary School Report Card 2024-25.pdf,all_only
2024-25,Palmyra-Eagle Area,Palmyra Eagle Montessori School,002266,4221_0100,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Palmyra-Eagle Area/Palmyra Eagle Montessori School School Report Card 2024-25.pdf,all_only
2024-25,Palmyra-Eagle Area,Palmyra-Eagle Middle,003576,4221_0030,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Palmyra-Eagle Area/Palmyra-Eagle Middle School Report Card 2024-25.pdf,all_only
2024-25,Palmyra-Eagle Area,Palmyra-Eagle High,003574,4221_0015,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Palmyra-Eagle Area/Palmyra-Eagle High School Report Card 2024-25.pdf,all_only
2024-25,Pardeeville Area,Pardeeville Elementary,009727,4228_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Pardeeville Area/Pardeeville Elementary School Report Card 2024-25.pdf,all_only
2024-25,Pardeeville Area,Pardeeville Middle,009729,4228_0100,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Pardeeville Area/Pardeeville Middle School Report Card 2024-25.pdf,all_only
2024-25,Pardeeville Area,Pardeeville High,009728,4228_0080,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Pardeeville Area/Pardeeville High School Report Card 2024-25.pdf,all_only
2024-25,Paris J1,Paris Elementary,003093,4235_0020,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Paris J1/Paris Elementary School Report Card 2024-25.pdf,all_only
2024-25,Parkview,Parkview Elementary,007244,4151_0060,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Parkview/Parkview Elementary School Report Card 2024-25.pdf,all_only
2024-25,Parkview,Parkview Junior High,007246,4151_0120,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Parkview/Parkview Junior High School Report Card 2024-25.pdf,all_only
2024-25,Parkview,Parkview Academy of Virtual Education,002110,4151_0800,Instrumentality Charter,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Parkview/Parkview Academy of Virtual Education School Report Card 2024-25.pdf,all_only
2024-25,Parkview,Parkview High,007245,4151_0100,Traditional Public,District Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Parkview/Parkview High School Report Card 2024-25.pdf,all_only
2024-25,Pathways High Inc,Pathways High,001539,8017_8139,2r/2x Charter,Independently Operated,NA,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Pathways High Inc/Pathways High School Report Card 2024-25.pdf,all_only
