school_year,district,school_name,school_key,dpi_true_id,accurate_agency_type,broad_agency_type,Choice Students,All Students,rc_n
2024-25,Madison Private,Abundant Life Christian School,008636,0000_1300,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Madison Private/Abundant Life Christian School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Academy of Excellence,000765,0000_1652,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Academy of Excellence Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Denmark Private,All Saints Grade School,011341,0000_1294,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Denmark Private/All Saints Grade School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Denmark Private/All Saints Grade School All Students School Report Card 2024-25.pdf,both
2024-25,Menomonee Falls Private,Aquinas Academy,002882,0000_0857,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Menomonee Falls Private/Aquinas Academy Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,La Crosse Private,Aquinas High,014131,0000_0071,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/La Crosse Private/Aquinas High Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,La Crosse Private,Aquinas Middle,014130,0000_0070,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/La Crosse Private/Aquinas Middle Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Cumberland Private,Ascension Academy Inc,002178,0000_1894,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Cumberland Private/Ascension Academy Inc Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Cumberland Private/Ascension Academy Inc All Students School Report Card 2024-25.pdf,both
2024-25,Wisconsin Rapids Private,Assumption High School,013439,0000_1307,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Wisconsin Rapids Private/Assumption High School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Wisconsin Rapids Private,Assumption Middle School,070082,0000_1198,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Wisconsin Rapids Private/Assumption Middle School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Pulaski Private,Assumption of the Blessed Virgin Mary School,011095,0000_0090,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Pulaski Private/Assumption of the Blessed Virgin Mary School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Atlas Preparatory Academy Inc,071613,0000_1263,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Atlas Preparatory Academy Inc Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Atonement Lutheran School,004718,0000_1301,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Atonement Lutheran School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Atonement Lutheran School All Students School Report Card 2024-25.pdf,both
2024-25,Glendale Private,Bader Hillel High Inc,001787,0000_1791,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Glendale Private/Bader Hillel High Inc Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Oak Creek Private,Badger State Baptist School,005051,0000_0105,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oak Creek Private/Badger State Baptist School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Green Bay Private,Bay City Christian School,011894,0000_0120,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Green Bay Private/Bay City Christian School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Green Bay Private/Bay City Christian School All Students School Report Card 2024-25.pdf,both
2024-25,Waukesha Private,Beautiful Savior Lutheran School,039555,0000_1115,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Waukesha Private/Beautiful Savior Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Believers in Christ Christian Academy,004719,0000_1303,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Believers in Christ Christian Academy Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Manitowoc Private,Bethany Evangelical Lutheran School,011433,0000_0135,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Manitowoc Private/Bethany Evangelical Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Hustisford Private,Bethany Lutheran School,001417,0000_0160,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Hustisford Private/Bethany Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Menomonee Falls Private,Bethlehem Evangelical Lutheran School,001645,0000_0210,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Menomonee Falls Private/Bethlehem Evangelical Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Germantown Private,Bethlehem Evangelical Lutheran School,072509,0000_1367,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Germantown Private/Bethlehem Evangelical Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Sheboygan Private,Bethlehem Lutheran School,002086,0000_0230,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Sheboygan Private/Bethlehem Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Blessed Sacrament Catholic School,005052,0000_1304,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Blessed Sacrament Catholic School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,La Crosse Private,Blessed Sacrament Elementary,014132,0000_1299,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/La Crosse Private/Blessed Sacrament Elementary Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Blessed Savior Catholic School,000245,0000_1507,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Blessed Savior Catholic School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Blessed Savior Catholic School All Students School Report Card 2024-25.pdf,both
2024-25,Burlington Private,Burlington Catholic School,002594,0000_5890,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Burlington Private/Burlington Catholic School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Burlington Private/Burlington Catholic School All Students School Report Card 2024-25.pdf,both
2024-25,Watertown Private,Calvary Baptist Christian School,002395,0000_0268,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Watertown Private/Calvary Baptist Christian School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Carter's Christian Academy Inc,072780,0000_1382,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Carter's Christian Academy Inc Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,La Crosse Private,Cathedral Elementary,014133,0000_0305,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/La Crosse Private/Cathedral Elementary Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Burlington Private,Catholic Central High School,002590,0000_0307,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Burlington Private/Catholic Central High School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Catholic East Elementary,004818,0000_0309,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Catholic East Elementary Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Catholic East Elementary All Students School Report Card 2024-25.pdf,both
2024-25,Waukesha Private,Catholic Memorial High School of Waukesha Inc,003989,0000_0310,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Waukesha Private/Catholic Memorial High School of Waukesha Inc Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Appleton Private,Celebration Lutheran School,048835,0000_1175,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Private/Celebration Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Waupun Private,Central Wisconsin Christian School,009871,0000_8650,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Waupun Private/Central Wisconsin Christian School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Waupun Private/Central Wisconsin Christian School All Students School Report Card 2024-25.pdf,both
2024-25,Milwaukee Private,CERT School,001531,0000_1743,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/CERT School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Racine Private,CERT School,000939,0000_1698,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Racine Private/CERT School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Menomonee Falls Private,Chesterton Academy of Milwaukee Inc,001507,0000_1734,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Menomonee Falls Private/Chesterton Academy of Milwaukee Inc Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Chilton Private,Chilton Area Catholic School,001002,0000_0330,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Chilton Private/Chilton Area Catholic School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Thiensville Private,Christ Alone Lutheran School,002335,0000_0280,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Thiensville Private/Christ Alone Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Sheboygan Private,Christ Child Academy,002088,0000_0346,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Sheboygan Private/Christ Child Academy Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Sheboygan Private/Christ Child Academy All Students School Report Card 2024-25.pdf,both
2024-25,Big Bend Private,Christ Lutheran School,002560,0000_0365,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Big Bend Private/Christ Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Christ St Peter Lutheran School,004493,0000_1305,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Christ St Peter Lutheran School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Christ St Peter Lutheran School All Students School Report Card 2024-25.pdf,both
2024-25,Milwaukee Private,Christian Faith Academy of Higher Learning,072782,0000_1384,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Christian Faith Academy of Higher Learning Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Clara Mohammed School,030874,0000_1044,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Clara Mohammed School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Clara Mohammed School All Students School Report Card 2024-25.pdf,both
2024-25,Marshfield Private,Columbus Catholic High,012726,0000_0430,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Marshfield Private/Columbus Catholic High Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Marshfield Private/Columbus Catholic High All Students School Report Card 2024-25.pdf,both
2024-25,Marshfield Private,Columbus Catholic Middle,030839,0000_1031,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Marshfield Private/Columbus Catholic Middle Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Marshfield Private/Columbus Catholic Middle All Students School Report Card 2024-25.pdf,both
2024-25,Baraboo Private,Community Christian School of Baraboo,000612,0000_1615,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Baraboo Private/Community Christian School of Baraboo Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Baraboo Private/Community Christian School of Baraboo All Students School Report Card 2024-25.pdf,both
2024-25,Sturtevant Private,Concordia Lutheran School,005864,0000_0441,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Sturtevant Private/Concordia Lutheran School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Sturtevant Private/Concordia Lutheran School All Students School Report Card 2024-25.pdf,both
2024-25,West Salem Private,Coulee Christian School,014348,0000_0436,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/West Salem Private/Coulee Christian School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Onalaska Private,Coulee Christian School,002267,0000_1928,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Onalaska Private/Coulee Christian School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Cristo Rey Jesuit Milwaukee High School,001458,0000_1712,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Cristo Rey Jesuit Milwaukee High School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Cristo Rey Jesuit Milwaukee High School All Students School Report Card 2024-25.pdf,both
2024-25,Milwaukee Private,Cross Trainers Academy,000191,0000_1489,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Cross Trainers Academy Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Cross Trainers Academy All Students School Report Card 2024-25.pdf,both
2024-25,Fort Atkinson Private,Crown of Life Christian Academy,001751,0000_1784,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Fort Atkinson Private/Crown of Life Christian Academy Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Hubertus Private,Crown of Life Evangelical Lutheran School,001396,0000_0469,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Hubertus Private/Crown of Life Evangelical Lutheran School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Hubertus Private/Crown of Life Evangelical Lutheran School All Students School Report Card 2024-25.pdf,both
2024-25,Jackson Private,David's Star Lutheran School,001445,0000_0470,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Jackson Private/David's Star Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Destiny High School,000193,0000_1491,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Destiny High School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Destiny High School All Students School Report Card 2024-25.pdf,both
2024-25,Milwaukee Private,Divine Destiny School,000947,0000_1702,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Divine Destiny School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Divine Destiny School All Students School Report Card 2024-25.pdf,both
2024-25,South Milwaukee Private,Divine Mercy School,003667,0000_7870,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/South Milwaukee Private/Divine Mercy School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/South Milwaukee Private/Divine Mercy School All Students School Report Card 2024-25.pdf,both
2024-25,Hartland Private,Divine Redeemer Lutheran School,001310,0000_0500,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Hartland Private/Divine Redeemer Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Kiel Private,Divine Savior Catholic School,001523,0000_8310,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Kiel Private/Divine Savior Catholic School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Divine Savior Holy Angels High School,005360,0000_0510,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Divine Savior Holy Angels High School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Whitefish Bay Private,Dominican High School,005134,0000_0530,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Whitefish Bay Private/Dominican High School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Early View Academy of Excellence,048814,0000_1158,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Early View Academy of Excellence Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Eastbrook Academy,071109,0000_1218,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Eastbrook Academy Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Eastbrook Academy All Students School Report Card 2024-25.pdf,both
2024-25,Madison Private,Eastside Evangelical Lutheran Elementary,007876,0000_0550,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Madison Private/Eastside Evangelical Lutheran Elementary Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Madison Private/Eastside Evangelical Lutheran Elementary All Students School Report Card 2024-25.pdf,both
2024-25,Milwaukee Private,El Puente High School,000717,0000_1631,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/El Puente High School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,New London Private,Emanuel Lutheran School,018073,0000_0604,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/New London Private/Emanuel Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Mount Pleasant Private,EverGreen Academy,000841,0000_1681,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Mount Pleasant Private/EverGreen Academy Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Wausau Private,Faith Christian Academy,000341,0000_1523,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Wausau Private/Faith Christian Academy Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Wausau Private/Faith Christian Academy All Students School Report Card 2024-25.pdf,both
2024-25,Coleman Private,Faith Christian School,010466,0000_0647,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Coleman Private/Faith Christian School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Coleman Private/Faith Christian School All Students School Report Card 2024-25.pdf,both
2024-25,Williams Bay Private,Faith Christian School,004248,0000_0646,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Williams Bay Private/Faith Christian School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Fond du Lac Private,Faith Lutheran School,017629,0000_0652,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Fond du Lac Private/Faith Lutheran School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Fond du Lac Private/Faith Lutheran School All Students School Report Card 2024-25.pdf,both
2024-25,Green Bay Private,Father Allouez Catholic School: GRACE,011781,0000_2443,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Green Bay Private/Father Allouez Catholic School: GRACE Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Lake Geneva Private,First Evangelical Lutheran School,003318,0000_0675,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Lake Geneva Private/First Evangelical Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Elkhorn Private,First Evangelical Lutheran School,002821,0000_0662,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Elkhorn Private/First Evangelical Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,La Crosse Private,First Evangelical Lutheran School,014135,0000_0670,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/La Crosse Private/First Evangelical Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Manitowoc Private,First German Evangelical Lutheran Grade School,011434,0000_0680,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Manitowoc Private/First German Evangelical Lutheran Grade School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,First Immanuel Lutheran School,002252,0000_1923,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/First Immanuel Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Cedarburg Private,First Immanuel Lutheran School,000932,0000_0690,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Cedarburg Private/First Immanuel Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Fond du Lac Private,Fond du Lac Christian School,027382,0000_8260,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Fond du Lac Private/Fond du Lac Christian School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Appleton Private,Fox Valley Lutheran High School,017350,0000_0700,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Private/Fox Valley Lutheran High School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Appleton Private/Fox Valley Lutheran High School All Students School Report Card 2024-25.pdf,both
2024-25,Milwaukee Private,Garden Homes Lutheran School,004722,0000_0740,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Garden Homes Lutheran School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Garden Homes Lutheran School All Students School Report Card 2024-25.pdf,both
2024-25,West Bend Private,Good Shepherd Evangelical Lutheran School,002468,0000_0780,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/West Bend Private/Good Shepherd Evangelical Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Watertown Private,Good Shepherd Lutheran School,002397,0000_0768,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Watertown Private/Good Shepherd Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,West Allis Private,Grace Christian Academy,031001,0000_1088,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/West Allis Private/Grace Christian Academy Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Oak Creek Private,Grace Lutheran School,003538,0000_0825,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oak Creek Private/Grace Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Menomonee Falls Private,Grace Lutheran School,001648,0000_0818,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Menomonee Falls Private/Grace Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Oshkosh Private,Grace Lutheran School,017166,0000_0830,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Oshkosh Private/Grace Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Milwaukee Private,Granville Lutheran School,048820,0000_1165,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Granville Lutheran School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Granville Lutheran School All Students School Report Card 2024-25.pdf,both
2024-25,Milwaukee Private,Greater Holy Temple Christian Academy,072198,0000_1345,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Greater Holy Temple Christian Academy Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Greater Holy Temple Christian Academy All Students School Report Card 2024-25.pdf,both
2024-25,Green Bay Private,Green Bay Adventist Junior Academy,011899,0000_8120,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Green Bay Private/Green Bay Adventist Junior Academy Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Green Bay Private,Green Bay Trinity Lutheran School,072628,0000_1371,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Green Bay Private/Green Bay Trinity Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,South Milwaukee Private,Guidance Academy,001503,0000_1731,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/South Milwaukee Private/Guidance Academy Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Hales Corners Private,Hales Corners Lutheran School,002989,0000_0840,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Hales Corners Private/Hales Corners Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,New Berlin Private,Heritage Christian Schools,004997,0000_0848,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/New Berlin Private/Heritage Christian Schools Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/New Berlin Private/Heritage Christian Schools All Students School Report Card 2024-25.pdf,both
2024-25,Madison Private,High Point Christian School,008685,0000_0855,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Madison Private/High Point Christian School Choice Students School Report Card 2024-25.pdf,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Madison Private/High Point Christian School All Students School Report Card 2024-25.pdf,both
2024-25,Milwaukee Private,Hillel Academy,005127,0000_0856,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Milwaukee Private/Hillel Academy Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Madison Private,Holy Cross Lutheran School,007877,0000_0960,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Madison Private/Holy Cross Lutheran School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Green Bay Private,Holy Cross School: GRACE,012061,0000_0920,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Green Bay Private/Holy Cross School: GRACE Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Brillion Private,Holy Family School,010440,0000_6280,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Brillion Private/Holy Family School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Green Bay Private,Holy Family School: GRACE,011964,0000_1055,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Green Bay Private/Holy Family School: GRACE Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Chippewa Falls Private,Holy Ghost Elementary School,015516,0000_1060,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Chippewa Falls Private/Holy Ghost Elementary School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Kewaunee Private,Holy Rosary Catholic School,011376,0000_1250,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Kewaunee Private/Holy Rosary Catholic School Choice Students School Report Card 2024-25.pdf,NA,choice_only
2024-25,Medford Private,Holy Rosary Catholic School,012798,0000_1220,Private,Private,https://cityforwardcollective.github.io/wi_report_cards/report_cards/Medford Private/Holy Rosary Catholic School Choice Students School Report Card 2024-25.pdf,NA,choice_only
